ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
1067,Delhi,Delhi,Connaught Place,Builder_Floor,4,1694,243.47,17131,2000,Semi-Furnished,1,1,25,4,1,1,Open,Yes,CCTV,West,Owner,Immediate
1068,Delhi,Delhi,South Extension,Apartment,4,1980,242.13,13292,1994,Furnished,1,5,31,4,3,2,No,No,"Pool, Gym, Clubhouse",North,Owner,Immediate
1069,Delhi,Delhi,Janakpuri,Independent_House,3,1187,84.83,6837,2010,Furnished,3,4,15,5,3,3,Open,No,"Power Backup, CCTV, Lift",South,Owner,Immediate
1070,Delhi,Delhi,Vasant Kunj,Independent_House,2,931,140.73,15151,2018,Semi-Furnished,2,5,7,6,1,1,Open,Yes,"Garden, CCTV",West,Owner,Immediate
1071,Delhi,Delhi,Greater Kailash,Apartment,3,1502,252.68,16999,2021,Unfurnished,3,6,4,4,1,3,No,Yes,"Gym, Playground",North,Owner,Immediate
1072,Delhi,Delhi,Karol Bagh,Apartment,1,428,33.49,7791,2002,Semi-Furnished,0,1,23,3,2,3,Covered,No,"Garden, Clubhouse, Community Hall, Power Backup",North,Owner,3+ Months
1073,Delhi,Delhi,Gurgaon MG Road,Villa,2,824,99.33,13779,2000,Unfurnished,0,4,25,4,2,1,Covered,Yes,"CCTV, Clubhouse",East,Owner,Immediate
1074,Delhi,Delhi,Karol Bagh,Apartment,2,958,90.93,9958,2003,Semi-Furnished,2,4,22,3,0,2,Covered,No,Lift,North,Owner,Immediate
1075,Delhi,Delhi,Gurgaon MG Road,Apartment,5,2163,296.82,13378,2007,Semi-Furnished,0,1,18,2,1,2,Open,No,"CCTV, Power Backup",North,Agent,3+ Months
1076,Delhi,Delhi,Punjabi Bagh,Apartment,3,1461,117.99,9034,2001,Furnished,1,6,24,3,3,1,Covered,No,"Community Hall, Garden",North,Owner,Immediate
1077,Delhi,Delhi,Mayur Vihar,Apartment,3,1077,59.12,5634,2011,Unfurnished,3,8,14,0,1,2,Covered,No,"Clubhouse, Community Hall, Pool, Playground",South,Owner,3+ Months
1078,Delhi,Delhi,Noida Sec 18,Apartment,2,935,50.23,5571,2018,Unfurnished,0,3,7,2,3,3,Open,No,"CCTV, Community Hall, Lift",North,Owner,1 Month
1079,Delhi,Delhi,Noida Sec 18,Apartment,4,1806,113.46,6502,2015,Unfurnished,6,7,10,1,2,3,Covered,No,"CCTV, Garden",North,Owner,Immediate
1080,Delhi,Delhi,Lajpat Nagar,Apartment,2,736,57.83,8659,1995,Unfurnished,2,7,30,4,3,2,Open,Yes,"Power Backup, Gym, Lift, Garden",West,Owner,1 Month
1081,Delhi,Delhi,Karol Bagh,Apartment,4,1733,140.09,8884,1998,Semi-Furnished,3,6,27,2,2,3,No,Yes,Community Hall,East,Owner,1 Month
1082,Delhi,Delhi,Karol Bagh,Independent_House,4,1480,141.27,9845,2000,Furnished,0,2,25,1,0,3,No,No,"Clubhouse, CCTV",East,Owner,Immediate
1083,Delhi,Delhi,Dwarka,Apartment,4,1688,86.56,5360,2022,Unfurnished,0,5,3,2,1,1,Covered,No,"Community Hall, Power Backup",North,Owner,Immediate
1084,Delhi,Delhi,Greater Kailash,Independent_House,2,742,121.48,17303,2015,Semi-Furnished,1,2,10,2,2,2,No,Yes,"Power Backup, Playground",West,Builder,3+ Months
1085,Delhi,Delhi,Saket,Villa,3,1455,150.67,9959,2021,Unfurnished,3,6,4,3,3,2,Open,Yes,"CCTV, Power Backup, Lift, Gym",South,Owner,Immediate
1086,Delhi,Delhi,Gurgaon MG Road,Builder_Floor,3,1442,218.75,13604,2024,Semi-Furnished,4,4,1,5,4,2,Covered,No,"Clubhouse, Lift",North,Owner,2 Months
1087,Delhi,Delhi,Pitampura,Builder_Floor,4,1946,91.8,5027,2014,Semi-Furnished,4,6,11,4,2,2,Open,Yes,,North,Owner,2 Months
1088,Delhi,Delhi,Rohini,Independent_House,3,1070,68.75,6963,2007,Semi-Furnished,3,6,18,4,0,2,Covered,Yes,Playground,South,Owner,1 Month
1089,Delhi,Delhi,Rohini,Apartment,3,1598,100.59,6516,2007,Unfurnished,1,2,18,1,1,2,No,Yes,"Gym, Lift",West,Owner,Immediate
1090,Delhi,Delhi,Pitampura,Apartment,2,895,47.98,5768,2011,Unfurnished,1,2,14,0,1,3,Covered,Yes,"Garden, CCTV",South,Agent,Immediate
1091,Delhi,Delhi,Karol Bagh,Apartment,4,1775,134.83,8358,2004,Unfurnished,4,4,21,4,4,2,Covered,Yes,"Power Backup, Playground, Clubhouse",East,Owner,Immediate
1092,Delhi,Delhi,Gurgaon MG Road,Builder_Floor,3,1124,122.69,11106,2004,Furnished,2,7,21,3,0,2,Open,No,"Gym, Community Hall",West,Owner,Immediate
1093,Delhi,Delhi,Lajpat Nagar,Apartment,4,1808,172.39,10485,2005,Semi-Furnished,0,1,20,3,0,3,Covered,Yes,"Lift, Playground, Clubhouse, Pool",East,Agent,Immediate
1094,Delhi,Delhi,Lajpat Nagar,Apartment,2,940,92.84,10640,2003,Unfurnished,3,8,22,4,2,3,Open,Yes,"CCTV, Power Backup",East,Owner,3+ Months
1095,Delhi,Delhi,Janakpuri,Apartment,4,1632,90.37,6449,1996,Semi-Furnished,0,1,29,2,3,3,Covered,Yes,Community Hall,North,Owner,Immediate
1096,Delhi,Delhi,Karol Bagh,Builder_Floor,3,1156,141.8,10854,2020,Furnished,2,3,5,0,1,1,Open,Yes,"Lift, CCTV, Gym, Power Backup",East,Owner,3+ Months
1097,Delhi,Delhi,Punjabi Bagh,Villa,3,1226,112.94,8732,2022,Semi-Furnished,3,7,3,4,1,2,Covered,Yes,"Power Backup, Lift",East,Agent,2 Months
1098,Delhi,Delhi,Janakpuri,Builder_Floor,3,1199,74.82,6296,2017,Unfurnished,2,7,8,2,1,3,Covered,Yes,Playground,North,Agent,2 Months
1099,Delhi,Delhi,Noida Sec 18,Apartment,2,993,56.08,5934,1990,Unfurnished,0,1,35,2,8,3,Covered,Yes,"Clubhouse, Gym, Power Backup, CCTV",North,Builder,2 Months
1100,Delhi,Delhi,Dwarka,Apartment,1,492,22.31,5261,1992,Unfurnished,1,5,33,4,4,2,Open,Yes,"Playground, CCTV, Clubhouse",West,Owner,3+ Months
1101,Delhi,Delhi,Pitampura,Apartment,4,1723,102.46,5814,2018,Unfurnished,2,7,7,3,1,2,Open,Yes,Community Hall,South,Agent,Immediate
1102,Delhi,Delhi,Mayur Vihar,Apartment,1,580,36.86,7228,2001,Unfurnished,0,5,24,7,2,1,Open,Yes,"Garden, Pool",East,Owner,Immediate
1103,Delhi,Delhi,Punjabi Bagh,Apartment,4,1847,169.8,8492,2016,Semi-Furnished,1,2,9,4,1,2,Covered,Yes,Garden,West,Owner,1 Month
1104,Delhi,Delhi,Pitampura,Apartment,2,1168,93.67,7834,2012,Semi-Furnished,2,4,13,2,4,2,Covered,No,"Power Backup, Garden",West,Owner,Immediate
1105,Delhi,Delhi,Saket,Apartment,2,1131,127.68,11190,2019,Semi-Furnished,1,6,6,2,2,1,Covered,No,"Power Backup, Gym",West,Owner,Immediate
1106,Delhi,Delhi,Lajpat Nagar,Builder_Floor,3,1121,101.46,9438,2003,Unfurnished,1,1,22,1,2,2,Covered,Yes,Clubhouse,West,Agent,3+ Months
1107,Delhi,Delhi,Punjabi Bagh,Apartment,4,2047,182.16,9416,1994,Unfurnished,1,5,31,2,1,2,Covered,Yes,"Lift, Clubhouse",South,Owner,3+ Months
1108,Delhi,Delhi,Janakpuri,Builder_Floor,2,918,63.65,7427,2019,Unfurnished,3,4,6,4,2,1,Covered,Yes,,North,Owner,Immediate
1109,Delhi,Delhi,Lajpat Nagar,Builder_Floor,4,1559,138.77,9411,1997,Furnished,3,7,28,2,3,3,Open,Yes,"Garden, Community Hall, Clubhouse, Pool",South,Owner,Immediate
1110,Delhi,Delhi,Connaught Place,Apartment,3,1311,313.7,22910,2021,Unfurnished,1,4,4,3,2,2,Open,Yes,"Community Hall, Clubhouse",South,Owner,2 Months
1111,Delhi,Delhi,Punjabi Bagh,Builder_Floor,1,457,36.14,8105,2015,Unfurnished,0,4,10,4,2,1,Covered,Yes,"Community Hall, Power Backup, Playground",West,Owner,Immediate
1112,Delhi,Delhi,Karol Bagh,Apartment,2,927,66.95,7544,2013,Unfurnished,2,3,12,3,2,1,Open,No,Pool,South,Owner,3+ Months
1113,Delhi,Delhi,Lajpat Nagar,Apartment,2,752,71.36,8615,2010,Furnished,0,2,15,4,4,3,Covered,Yes,"Gym, Pool",South,Owner,Immediate
1114,Delhi,Delhi,Mayur Vihar,Builder_Floor,4,1823,118.88,7137,1991,Furnished,1,4,34,1,2,2,Open,Yes,"Pool, Clubhouse, Community Hall, Playground",West,Agent,Immediate
1115,Delhi,Delhi,Pitampura,Apartment,3,1230,84.09,7428,1997,Furnished,0,5,28,2,1,1,Covered,Yes,"Gym, Power Backup",West,Owner,1 Month
1116,Delhi,Delhi,Saket,Builder_Floor,3,1155,128.64,11879,1995,Furnished,3,6,30,1,4,1,No,Yes,"Pool, Power Backup",South,Builder,1 Month
1117,Delhi,Delhi,Mayur Vihar,Independent_House,4,1825,85.57,5160,2002,Unfurnished,5,10,23,2,4,1,Covered,Yes,"CCTV, Lift",South,Owner,1 Month
1118,Delhi,Delhi,Gurgaon MG Road,Builder_Floor,4,1538,247.57,14797,2023,Furnished,2,3,2,3,0,1,Covered,No,CCTV,South,Agent,2 Months
1119,Delhi,Delhi,Karol Bagh,Apartment,2,837,57.48,7169,2008,Semi-Furnished,0,4,17,3,0,1,Open,No,"Lift, CCTV",North,Agent,1 Month
1120,Delhi,Delhi,Saket,Builder_Floor,4,1343,149.08,10461,2012,Furnished,4,7,13,1,1,3,Open,Yes,Power Backup,North,Owner,Immediate
1121,Delhi,Delhi,Mayur Vihar,Apartment,3,1082,69.52,5824,2014,Semi-Furnished,1,2,11,0,3,3,Covered,Yes,"Garden, Pool, Gym",West,Agent,Immediate
1122,Delhi,Delhi,Greater Kailash,Apartment,2,685,144.83,18828,2021,Semi-Furnished,0,4,4,4,1,2,Covered,No,"Gym, CCTV",West,Agent,Immediate
1123,Delhi,Delhi,Lajpat Nagar,Apartment,2,1064,83.03,9378,1996,Semi-Furnished,2,3,29,2,3,3,Open,No,"Clubhouse, Playground",North,Owner,Immediate
1124,Delhi,Delhi,Vasant Kunj,Apartment,4,1915,212.72,10935,2021,Unfurnished,6,11,4,8,2,2,Covered,No,"Gym, Lift",West,Owner,1 Month
1125,Delhi,Delhi,Greater Kailash,Builder_Floor,2,885,134.01,16365,2005,Semi-Furnished,0,1,20,1,1,3,Covered,Yes,"Gym, Pool, Playground",North,Builder,1 Month
1126,Delhi,Delhi,Gurgaon MG Road,Apartment,1,453,43.97,9293,2016,Unfurnished,0,3,9,0,3,2,Open,Yes,"Garden, CCTV",North,Owner,Immediate
1127,Delhi,Delhi,South Extension,Apartment,3,1100,151.95,15366,1999,Unfurnished,0,2,26,0,2,2,Covered,Yes,"Pool, CCTV, Clubhouse",North,Owner,Immediate
1128,Delhi,Delhi,Lajpat Nagar,Apartment,1,431,48.83,10639,2008,Semi-Furnished,1,4,17,1,3,2,Open,Yes,"Clubhouse, Pool",North,Owner,Immediate
1129,Delhi,Delhi,Karol Bagh,Apartment,3,1185,121.6,10498,2017,Unfurnished,2,5,8,3,1,1,Covered,Yes,"Clubhouse, Community Hall, Playground",West,Owner,2 Months
1130,Delhi,Delhi,Mayur Vihar,Builder_Floor,4,2001,113.23,5757,2015,Semi-Furnished,1,1,10,6,1,2,Covered,Yes,"Garden, Power Backup",North,Owner,3+ Months
1131,Delhi,Delhi,Noida Sec 18,Apartment,3,1182,72.28,6508,2011,Unfurnished,0,1,14,1,2,3,Covered,Yes,"Power Backup, Gym",East,Owner,1 Month
1132,Delhi,Delhi,Janakpuri,Builder_Floor,2,649,30.78,5419,1994,Unfurnished,2,7,31,3,2,3,Open,Yes,Pool,East,Owner,3+ Months
1133,Delhi,Delhi,Dwarka,Apartment,4,1475,89.42,5249,2022,Furnished,4,6,3,3,1,2,Open,Yes,CCTV,West,Owner,1 Month
1134,Delhi,Delhi,Lajpat Nagar,Apartment,3,1179,113.1,10045,2016,Semi-Furnished,2,2,9,1,2,2,Covered,Yes,Clubhouse,West,Owner,Immediate
1135,Delhi,Delhi,Gurgaon MG Road,Apartment,2,896,72.82,9060,2001,Unfurnished,1,2,24,4,0,1,Open,Yes,Playground,North,Agent,Immediate
1136,Delhi,Delhi,Saket,Independent_House,3,1208,93.87,9154,2000,Unfurnished,1,1,25,3,1,1,Covered,Yes,"Community Hall, Garden, Pool",North,Owner,2 Months
1137,Delhi,Delhi,Pitampura,Apartment,3,1266,91.16,6739,2006,Furnished,4,4,19,2,3,1,Open,No,"Community Hall, Power Backup, Gym",North,Owner,Immediate
1138,Delhi,Delhi,Saket,Apartment,4,1782,161.27,9242,2008,Unfurnished,4,4,17,3,1,3,Open,No,CCTV,East,Owner,Immediate
1139,Delhi,Delhi,Punjabi Bagh,Independent_House,3,1165,98.59,8584,2012,Unfurnished,1,5,13,3,2,3,No,Yes,"Pool, Garden",North,Agent,Immediate
1140,Delhi,Delhi,Saket,Apartment,3,1210,114.82,10274,1995,Unfurnished,1,2,30,3,1,2,Covered,Yes,Gym,North,Agent,Immediate
1141,Delhi,Delhi,Gurgaon MG Road,Apartment,4,1644,252.8,15906,2000,Unfurnished,3,7,25,1,1,3,Covered,No,"CCTV, Power Backup, Lift",North,Owner,Immediate
1142,Delhi,Delhi,Lajpat Nagar,Independent_House,2,962,73.1,9604,1995,Unfurnished,3,3,30,2,1,2,Covered,No,"Clubhouse, Garden",West,Owner,2 Months
1143,Delhi,Delhi,Pitampura,Apartment,3,1199,70.59,5821,2014,Semi-Furnished,3,7,11,3,2,3,Open,No,,West,Owner,1 Month
1144,Delhi,Delhi,Connaught Place,Builder_Floor,4,2196,425.35,21437,2008,Unfurnished,6,9,17,3,1,2,Open,No,CCTV,North,Owner,Immediate
1145,Delhi,Delhi,Rohini,Apartment,3,1387,99.59,6486,2011,Furnished,1,2,14,1,2,3,Covered,No,"CCTV, Playground, Power Backup, Community Hall",South,Owner,3+ Months
1146,Delhi,Delhi,Mayur Vihar,Apartment,4,1993,136.61,7287,2015,Unfurnished,4,5,10,0,1,2,Open,Yes,Playground,West,Owner,3+ Months
1147,Delhi,Delhi,Punjabi Bagh,Apartment,3,1382,115.69,8094,2017,Furnished,0,1,8,1,0,2,Covered,No,"Clubhouse, Lift, Power Backup",South,Agent,2 Months
1148,Delhi,Delhi,Pitampura,Apartment,2,1159,68.27,5821,2016,Unfurnished,2,3,9,1,5,3,Covered,Yes,Community Hall,North,Owner,1 Month
1149,Delhi,Delhi,Pitampura,Apartment,4,1749,126.17,7113,2007,Unfurnished,3,4,18,3,1,2,Open,Yes,"Pool, Clubhouse",East,Owner,1 Month
1150,Delhi,Delhi,Noida Sec 18,Apartment,4,1604,96.51,5830,2020,Unfurnished,5,5,5,2,1,3,Covered,Yes,Community Hall,North,Owner,3+ Months
1151,Delhi,Delhi,Punjabi Bagh,Apartment,4,1650,114.02,7294,1999,Furnished,0,3,26,2,0,2,Open,No,"Clubhouse, Lift",South,Agent,1 Month
1152,Delhi,Delhi,Mayur Vihar,Apartment,3,1509,104.14,6076,2024,Unfurnished,1,6,1,4,2,3,Covered,No,"Power Backup, Playground, Community Hall, Clubhouse",East,Owner,2 Months
1153,Delhi,Delhi,Greater Kailash,Villa,3,1123,168.59,16269,1993,Furnished,1,6,32,0,2,2,Covered,No,"Power Backup, Lift",South,Owner,Immediate
1154,Delhi,Delhi,Pitampura,Apartment,2,682,39.22,6394,1995,Semi-Furnished,2,2,30,1,1,1,Open,No,"Community Hall, CCTV",South,Owner,Immediate
1155,Delhi,Delhi,Other,Apartment,3,1126,35.98,3434,2006,Semi-Furnished,0,3,19,5,3,2,Covered,Yes,"Playground, Garden, Power Backup, Community Hall",East,Owner,Immediate
1156,Delhi,Delhi,Greater Kailash,Independent_House,2,746,96.45,12065,2017,Semi-Furnished,1,1,8,2,2,2,Covered,Yes,"Playground, Lift, Clubhouse",East,Owner,Immediate
1157,Delhi,Delhi,Karol Bagh,Apartment,1,417,36.06,8892,2009,Unfurnished,0,1,16,4,3,3,Open,Yes,Garden,South,Agent,Immediate
1158,Delhi,Delhi,South Extension,Builder_Floor,4,1626,221.57,16105,2001,Unfurnished,2,7,24,0,4,2,Covered,No,Lift,South,Agent,Immediate
1159,Delhi,Delhi,Mayur Vihar,Independent_House,3,1179,89.15,7417,1997,Furnished,2,3,28,4,1,3,Open,Yes,"Power Backup, Community Hall",East,Owner,1 Month
1160,Delhi,Delhi,Vasant Kunj,Apartment,2,844,90.23,11341,2001,Semi-Furnished,0,1,24,1,3,2,No,Yes,Playground,West,Agent,Immediate
1161,Delhi,Delhi,Connaught Place,Apartment,3,1155,173.04,13760,2023,Unfurnished,3,8,2,3,4,2,Open,Yes,Gym,South,Owner,2 Months
1162,Delhi,Delhi,Greater Kailash,Independent_House,4,1938,389.82,21546,2007,Semi-Furnished,5,8,18,2,2,3,Open,No,"CCTV, Gym",South,Builder,3+ Months
1163,Delhi,Delhi,Saket,Apartment,3,1349,120.89,9645,2020,Semi-Furnished,3,5,5,4,5,2,Open,No,Community Hall,North,Owner,Immediate
1164,Delhi,Delhi,South Extension,Villa,2,652,104.42,14063,2022,Furnished,0,1,3,1,2,2,Open,Yes,"Lift, Playground, Garden, CCTV",North,Owner,3+ Months
1165,Delhi,Delhi,Lajpat Nagar,Apartment,3,1512,133.73,8773,2019,Semi-Furnished,1,2,6,4,1,3,Covered,Yes,Clubhouse,South,Agent,3+ Months
1166,Delhi,Delhi,Janakpuri,Builder_Floor,3,1216,66.61,5138,2021,Unfurnished,4,9,4,3,2,3,Covered,Yes,"CCTV, Clubhouse, Gym",East,Owner,1 Month
1167,Delhi,Delhi,Rohini,Apartment,2,816,71.24,7422,2024,Semi-Furnished,0,1,1,5,1,3,Covered,Yes,Community Hall,North,Agent,Immediate
1168,Delhi,Delhi,South Extension,Builder_Floor,5,2626,280.41,11559,2006,Semi-Furnished,3,3,19,4,2,2,No,No,"Lift, Garden",East,Owner,Immediate
1169,Delhi,Delhi,Connaught Place,Apartment,4,1982,347.95,20092,1996,Unfurnished,5,8,29,3,1,2,Open,Yes,"Gym, CCTV, Garden",South,Owner,Immediate
1170,Delhi,Delhi,Pitampura,Apartment,2,961,67.26,7700,1993,Unfurnished,1,5,32,2,2,3,Open,Yes,"Clubhouse, Power Backup, Lift",North,Owner,1 Month
1171,Delhi,Delhi,Punjabi Bagh,Apartment,4,1970,168.37,8909,2005,Unfurnished,0,1,20,4,2,2,No,Yes,"Playground, CCTV, Power Backup",West,Agent,Immediate
1172,Delhi,Delhi,Punjabi Bagh,Builder_Floor,4,2045,190.98,10563,1993,Semi-Furnished,2,5,32,4,2,2,Covered,Yes,Playground,West,Owner,Immediate
1173,Delhi,Delhi,Lajpat Nagar,Independent_House,4,1839,190.23,10299,2024,Unfurnished,3,8,1,1,2,2,Covered,No,"Community Hall, Clubhouse, Playground",West,Owner,Immediate
1174,Delhi,Delhi,Karol Bagh,Villa,2,902,89.64,9816,2021,Furnished,1,5,4,3,0,1,Covered,No,"Pool, Clubhouse",South,Owner,Immediate
1175,Delhi,Delhi,Dwarka,Apartment,2,783,48.97,6239,1990,Furnished,2,6,35,1,1,2,Covered,Yes,"Pool, Power Backup",West,Owner,Immediate
1176,Delhi,Delhi,South Extension,Apartment,2,1039,155.95,16700,1995,Semi-Furnished,1,5,30,3,5,2,Covered,Yes,"Gym, Pool, CCTV, Clubhouse",East,Owner,1 Month
1177,Delhi,Delhi,Connaught Place,Apartment,3,1215,265.56,22186,2009,Semi-Furnished,4,6,16,2,3,3,Open,Yes,"Clubhouse, Pool",West,Agent,Immediate
1178,Delhi,Delhi,Rohini,Builder_Floor,2,800,44.37,5806,2011,Unfurnished,2,5,14,3,0,2,Covered,Yes,"Pool, CCTV",West,Agent,1 Month
1179,Delhi,Delhi,Noida Sec 18,Apartment,1,490,19.86,4631,2015,Unfurnished,1,1,10,2,2,2,Open,No,"Clubhouse, Playground",North,Agent,Immediate
1180,Delhi,Delhi,Dwarka,Independent_House,3,1529,98.23,6873,2007,Unfurnished,3,3,18,3,2,2,Covered,No,"Clubhouse, CCTV",West,Owner,Immediate
1181,Delhi,Delhi,Rohini,Apartment,3,1357,102.34,7018,2015,Furnished,4,7,10,1,5,3,Open,Yes,Community Hall,North,Owner,3+ Months
1182,Delhi,Delhi,Pitampura,Apartment,3,1242,65.26,5076,2013,Furnished,4,7,12,8,3,1,Covered,Yes,"Power Backup, CCTV",North,Owner,Immediate
1183,Delhi,Delhi,Saket,Apartment,1,495,43.01,9298,2012,Semi-Furnished,0,3,13,2,3,1,No,Yes,,North,Builder,3+ Months
1184,Delhi,Delhi,Karol Bagh,Independent_House,4,1866,177.05,9133,2019,Semi-Furnished,4,6,6,4,2,3,Covered,Yes,"Playground, Gym",South,Owner,Immediate
1185,Delhi,Delhi,Rohini,Apartment,1,456,26.28,6144,1999,Semi-Furnished,1,2,26,2,3,2,Covered,Yes,"Power Backup, Lift, Playground",North,Owner,2 Months
1186,Delhi,Delhi,Connaught Place,Apartment,4,1665,307.92,18621,2013,Semi-Furnished,1,1,12,7,3,3,Covered,Yes,Power Backup,North,Owner,1 Month
1187,Delhi,Delhi,Dwarka,Apartment,4,1997,116.55,5644,2013,Semi-Furnished,0,5,12,3,3,2,No,Yes,"CCTV, Clubhouse",East,Owner,3+ Months
1188,Delhi,Delhi,Gurgaon MG Road,Apartment,2,820,117.96,14858,2020,Unfurnished,2,3,5,0,2,3,Open,No,"Playground, Pool",North,Owner,Immediate
1189,Delhi,Delhi,Mayur Vihar,Apartment,4,1912,124.79,7308,2006,Unfurnished,1,1,19,1,3,1,Covered,Yes,Community Hall,East,Owner,Immediate
1190,Delhi,Delhi,South Extension,Apartment,4,1952,270.77,14929,1993,Furnished,4,6,32,1,4,3,Open,No,"Gym, Community Hall, Garden",South,Owner,1 Month
1191,Delhi,Delhi,Saket,Independent_House,2,879,114.07,12164,2018,Furnished,2,3,7,1,1,1,Covered,Yes,,West,Owner,1 Month
1192,Delhi,Delhi,Saket,Independent_House,3,1018,85.48,10181,1995,Unfurnished,2,6,30,3,3,2,Open,Yes,"Garden, Power Backup",West,Owner,Immediate
1193,Delhi,Delhi,Connaught Place,Apartment,3,1364,229.8,17483,2006,Semi-Furnished,3,3,19,5,0,2,Open,No,"Community Hall, Garden",West,Owner,Immediate
1194,Delhi,Delhi,Karol Bagh,Builder_Floor,2,783,55.96,7141,1994,Furnished,1,1,31,6,1,1,Open,No,"CCTV, Clubhouse, Lift, Gym",North,Owner,Immediate
1195,Delhi,Delhi,Mayur Vihar,Builder_Floor,4,1691,107.19,6240,2018,Semi-Furnished,1,3,7,4,0,3,Covered,Yes,"CCTV, Playground, Power Backup",West,Owner,Immediate
1196,Delhi,Delhi,Rohini,Villa,3,1420,98.31,7935,2006,Unfurnished,4,8,19,2,2,1,Covered,Yes,"Clubhouse, CCTV",East,Owner,Immediate
1197,Delhi,Delhi,Saket,Apartment,2,985,91.1,9063,2018,Unfurnished,0,3,7,3,2,2,Open,Yes,"Lift, CCTV",South,Owner,Immediate
1198,Delhi,Delhi,South Extension,Apartment,3,1325,138.74,11328,2011,Unfurnished,2,2,14,6,3,1,Open,Yes,Pool,North,Agent,Immediate
1199,Delhi,Delhi,Dwarka,Builder_Floor,2,866,48.6,5423,2014,Furnished,2,2,11,4,5,1,Open,No,Power Backup,West,Owner,1 Month
1200,Delhi,Delhi,Rohini,Builder_Floor,1,564,30.98,5672,2013,Unfurnished,1,3,12,3,1,2,Covered,Yes,"Pool, Gym, Lift",South,Owner,3+ Months
1201,Delhi,Delhi,South Extension,Apartment,4,1834,286.59,15895,1993,Furnished,6,9,32,5,0,3,Open,Yes,Lift,North,Owner,2 Months
1202,Delhi,Delhi,Mayur Vihar,Apartment,4,1562,110.81,7485,2006,Semi-Furnished,4,6,19,3,2,1,Covered,No,"Power Backup, Gym, CCTV",West,Builder,2 Months
1203,Delhi,Delhi,Gurgaon MG Road,Independent_House,3,1186,144.63,12501,2013,Unfurnished,1,6,12,0,2,3,Covered,Yes,,West,Owner,1 Month
1204,Delhi,Delhi,Lajpat Nagar,Builder_Floor,2,810,65.94,9220,2003,Unfurnished,2,2,22,1,1,1,Covered,No,"Clubhouse, CCTV",North,Owner,1 Month
1205,Delhi,Delhi,Punjabi Bagh,Apartment,1,455,28.92,7438,1996,Unfurnished,1,5,29,2,5,2,Covered,Yes,"Lift, Clubhouse",East,Owner,Immediate
1206,Delhi,Delhi,Saket,Apartment,2,786,75.99,10390,2016,Unfurnished,2,6,9,2,2,1,Covered,Yes,"Community Hall, Pool",North,Owner,1 Month
1207,Delhi,Delhi,Gurgaon MG Road,Apartment,1,523,41.05,9575,2005,Unfurnished,1,6,20,2,2,2,Open,No,Clubhouse,East,Owner,1 Month
1208,Delhi,Delhi,Other,Apartment,4,1491,89.13,6041,2015,Semi-Furnished,3,4,10,4,2,2,Covered,Yes,"Lift, Pool",North,Owner,3+ Months
1209,Delhi,Delhi,Janakpuri,Apartment,2,972,50.86,5546,2008,Furnished,2,3,17,7,3,2,Open,No,Garden,South,Builder,Immediate
1210,Delhi,Delhi,Connaught Place,Builder_Floor,1,543,98.13,22251,1992,Unfurnished,1,6,33,4,2,1,Covered,No,"Community Hall, CCTV",East,Owner,Immediate
1211,Delhi,Delhi,Connaught Place,Apartment,1,567,118.61,23996,2004,Unfurnished,0,2,21,1,2,3,Covered,No,"Power Backup, Lift, CCTV",West,Owner,Immediate
1212,Delhi,Delhi,Rohini,Builder_Floor,2,771,57.75,7526,2017,Semi-Furnished,1,1,8,2,3,1,Open,Yes,"Garden, Pool",South,Owner,Immediate
1213,Delhi,Delhi,Rohini,Villa,2,804,44.66,7027,1991,Unfurnished,0,1,34,1,2,3,Covered,No,Garden,South,Builder,Immediate
1214,Delhi,Delhi,Rohini,Villa,3,1399,74.79,6624,1996,Unfurnished,4,9,29,4,0,2,Covered,No,,North,Owner,3+ Months
1215,Delhi,Delhi,Punjabi Bagh,Apartment,3,1503,150.87,9211,2017,Furnished,0,4,8,2,3,2,Open,Yes,"Community Hall, Gym",East,Owner,Immediate
1216,Delhi,Delhi,Mayur Vihar,Apartment,2,913,57.93,6578,2014,Unfurnished,0,5,11,2,3,1,No,Yes,"Clubhouse, Power Backup, Playground, Lift",South,Owner,3+ Months
1217,Delhi,Delhi,Vasant Kunj,Independent_House,2,948,110.91,12422,2020,Unfurnished,2,4,5,2,2,3,Covered,Yes,"Gym, Garden",South,Builder,Immediate
1218,Delhi,Delhi,Saket,Apartment,2,1179,135.41,12534,2008,Unfurnished,1,2,17,2,3,2,Covered,Yes,"Playground, Community Hall",West,Agent,1 Month
1219,Delhi,Delhi,Punjabi Bagh,Independent_House,4,1937,134.76,7604,1997,Furnished,2,6,28,4,4,2,Covered,Yes,Garden,North,Owner,1 Month
1220,Delhi,Delhi,Other,Builder_Floor,2,963,27.59,3274,1999,Semi-Furnished,1,2,26,4,2,2,Covered,No,"Garden, Gym",South,Owner,Immediate
1221,Delhi,Delhi,Connaught Place,Apartment,4,2162,391.32,20353,2016,Semi-Furnished,0,3,9,8,3,2,Covered,No,"Pool, Lift",South,Agent,Immediate
